石家庄万丽大酒店,藁城市中心,藁城区,通安街与育才路交叉口南行100米,http://www.zhuna.cn/hotel-1152259.html,295
石家庄勒泰中心和颐酒店,北国商城/勒泰中心,长安区,中山东路39号勒泰中心4号楼,http://www.zhuna.cn/hotel-149808.html,303
石家庄人民广场美居酒店,北国商城/勒泰中心,长安区,中山东路195号,http://www.zhuna.cn/hotel-1699359.html,430
石家庄锦绣金山云海酒店,河北外国语学院/师大汇华学院/西美花街,桥西区,友谊南大街122号,http://www.zhuna.cn/hotel-1476606.html,177
河北太行国宾馆,新百广场/万象城/客运总站,桥西区,中山西路289号,http://www.zhuna.cn/hotel-20414.html,542
石家庄拓德假日酒店,石家庄东站/白佛客运站/天山海世界,裕华区,黄河大道141号,http://www.zhuna.cn/hotel-1500011.html,179
石家庄国际大厦,省博物院/省政府/裕彤体育中心,长安区,中山东路301号,http://www.zhuna.cn/hotel-15022.html,364
河北汇宾大酒店,西王客运站/白求恩和平医院,桥西区,裕华西路160号,http://www.zhuna.cn/hotel-48560.html,323
石家庄诺华廷酒店,新百广场/万象城/客运总站,新华区,民族路77号华强广场A座31层(办理入住),http://www.zhuna.cn/hotel-280267.html,311
石家庄天鹅湖大酒店,石家庄站,桥西区,中华南大街350号,http://www.zhuna.cn/hotel-409579.html,351
禧棠酒店(省博物馆西大街店),省博物院/省政府/裕彤体育中心,长安区,中山东路306号,http://www.zhuna.cn/hotel-1726466.html,257
石家庄美丽华大酒店,省博物院/省政府/裕彤体育中心,长安区,体育北大街56号,http://www.zhuna.cn/hotel-22930.html,235
石家庄云瑞国宾酒店,北国商城/勒泰中心,长安区,中山东路99号,http://www.zhuna.cn/hotel-13387.html,443
和颐至格酒店(石家庄新华路店),新百广场/万象城/客运总站,新华区,新华路505号,http://www.zhuna.cn/hotel-197394.html,233
禧棠酒店(石家庄铁道大学店),石家庄铁道大学/赵佗公园,长安区,胜利北大街350号,http://www.zhuna.cn/hotel-965739.html,232
河北中国大酒店,新百广场/万象城/客运总站,桥西区,自强路127号,http://www.zhuna.cn/hotel-15030.html,396
石家庄国御温泉假日酒店,藁城区,藁城区,藁新路6号,http://www.zhuna.cn/hotel-23045.html,394
石家庄京州国际酒店,谈固公交枢纽/东胜广场/长安万达,长安区,裕华东路177号,http://www.zhuna.cn/hotel-29858.html,264
石家庄西美商务酒店,北国商城/勒泰中心,桥西区,建设南大街6号,http://www.zhuna.cn/hotel-12485.html,352
禧棠酒店(省博物馆广安大街店),省博物院/省政府/裕彤体育中心,长安区,广安大街34号天利商务12F-14F,http://www.zhuna.cn/hotel-169322.html,236
