全季酒店(大连华南店),大连国际机场,甘井子区,华东路23号,http://www.zhuna.cn/hotel-40807.html,342
如家商旅酒店(大连星海湾联合路地铁站店),西安路商圈,沙河口区,联合路38号,http://www.zhuna.cn/hotel-15388.html,161
大连澳橙智能精品酒店,中山广场/人民路东港商务区,中山区,朝阳街68号,http://www.zhuna.cn/hotel-1134870.html,340
宜必思酒店(大连星海公园店),星海广场/圣亚海洋世界/星海公园,沙河口区,西南路189号A1区,http://www.zhuna.cn/hotel-1271117.html,194
麗枫酒店(大连星海公园西安路店),高新万达广场/软件园/学府区,沙河口区,西南路570号,http://www.zhuna.cn/hotel-459777.html,225
宜必思酒店(大连亿达春田店),西郊国家森林公园,甘井子区,金虹东路与润田街交叉口,http://www.zhuna.cn/hotel-1122763.html,215
全季酒店(大连机场店),大连国际机场,甘井子区,迎客路9号,http://www.zhuna.cn/hotel-963327.html,373
桔子酒店(大连中山广场人民路店),中山广场/人民路东港商务区,中山区,人民路21号,http://www.zhuna.cn/hotel-418208.html,246
麗枫酒店(大连马栏广场辽师大学店),西安路商圈,沙河口区,马栏广场兰园街52号,http://www.zhuna.cn/hotel-416990.html,178
非繁·冰谷酒店(大连机场春柳地铁站店),大连国际机场,沙河口区,西南路888号,http://www.zhuna.cn/hotel-1029091.html,225
星程酒店(大连市政府店),人民广场/大连市政府,西岗区,宏济街57号(近三十七中学、人民广场),http://www.zhuna.cn/hotel-404317.html,156
全季酒店(大连西安路店),西安路商圈,沙河口区,黄河路580号,http://www.zhuna.cn/hotel-121564.html,332
宜必思·尚品酒店(大连火车站青泥洼桥店),大连火车站/青泥洼桥,中山区,中山路124号,http://www.zhuna.cn/hotel-11780.html,255
全季酒店(大连北站店),华南广场/金三角商圈,甘井子区,泉水A4区27号楼(原中兴实业总公司),http://www.zhuna.cn/hotel-959059.html,371
如家艾扉酒店(庄河新华路红光市场店),庄河市区商圈,庄河市,新华路二段321号,http://www.zhuna.cn/hotel-36359.html,212
全季酒店(大连青泥洼商业街店),大连火车站/青泥洼桥,中山区,青泥街7号,http://www.zhuna.cn/hotel-1718060.html,303
如家商旅酒店(大连中心医院春柳地铁站机场店),大连国际机场,沙河口区,西南路872号,http://www.zhuna.cn/hotel-11864.html,262
星程酒店(大连金石滩店),金石滩风景区,金州区,经济技术开发区枫洋街5号,http://www.zhuna.cn/hotel-457062.html,176
全季酒店(大连星海会展中心店),星海广场/圣亚海洋世界/星海公园,沙河口区,会展路43号,http://www.zhuna.cn/hotel-1690157.html,352
汉庭优佳酒店(大连机场店),大连国际机场,甘井子区,辛寨子街道虹港路483-485号6-12层,http://www.zhuna.cn/hotel-1477884.html,254
